team,name,position,role,active_roster_date,batting_order,contact,power,discipline,speed,stuff,control,stamina,stats_date,rating_source,sample_note
한화 이글스,이민우,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,장유호,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,이교훈,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,김종수,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,박재규,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,강재민,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,조동욱,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,박상원,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,박준영(68),투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,박준영(96),투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,류현진,투수,pitcher,2026-07-23,,0,0,0,0,58,78,83,2026-07-23,2026_qualified_pitcher_stats,2026 KBO 규정이닝권 공식 성적 기반
한화 이글스,최재훈,포수,batter,2026-07-23,,50,50,50,42,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,장규현,포수,batter,2026-07-23,,50,50,50,42,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,허인서,포수,batter,2026-07-23,,50,50,50,42,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,정은원,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,이도윤,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,박정현,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,심우준,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,노시환,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,황영묵,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,김태연,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,페라자,외야수,batter,2026-07-23,,61,70,78,64,50,50,0,2026-07-23,2026_qualified_hitter_stats,2026 KBO 규정타석권 공식 성적 기반
한화 이글스,한지윤,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,이원석,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,최인호,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
한화 이글스,문현빈,외야수,batter,2026-07-23,,61,56,62,76,50,50,0,2026-07-23,2026_qualified_hitter_stats,2026 KBO 규정타석권 공식 성적 기반
한화 이글스,오재원,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,토다,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,김준원,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,임지민,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,라일리,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,신영우,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,손주환,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,김진호,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,전사민,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,구창모,투수,pitcher,2026-07-23,,0,0,0,0,57,63,82,2026-07-23,2026_qualified_pitcher_stats,2026 KBO 규정이닝권 공식 성적 기반
NC 다이노스,김태경,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,원종해,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,테일러,투수,pitcher,2026-07-23,,0,0,0,0,54,54,80,2026-07-23,2026_qualified_pitcher_stats,2026 KBO 규정이닝권 공식 성적 기반
NC 다이노스,최요한,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,김태훈,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,안중열,포수,batter,2026-07-23,,50,50,50,42,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,김형준,포수,batter,2026-07-23,,50,50,50,42,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,김한별,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,최정원,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,도태훈,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,박민우,내야수,batter,2026-07-23,,75,55,88,64,50,50,0,2026-07-23,2026_qualified_hitter_stats,2026 KBO 규정타석권 공식 성적 기반
NC 다이노스,한재환,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,김휘집,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,블레인,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,김주원,내야수,batter,2026-07-23,,63,56,63,73,50,50,0,2026-07-23,2026_qualified_hitter_stats,2026 KBO 규정타석권 공식 성적 기반
NC 다이노스,천재환,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,권희동,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,박건우,외야수,batter,2026-07-23,,59,63,61,59,50,50,0,2026-07-23,2026_qualified_hitter_stats,2026 KBO 규정타석권 공식 성적 기반
NC 다이노스,고준휘,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,박시원,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
NC 다이노스,이우성,외야수,batter,2026-07-23,,73,52,60,70,50,50,0,2026-07-23,2026_qualified_hitter_stats,2026 KBO 규정타석권 공식 성적 기반
롯데 자이언츠,김진욱,투수,pitcher,2026-07-23,,0,0,0,0,60,63,84,2026-07-23,2026_qualified_pitcher_stats,2026 KBO 규정이닝권 공식 성적 기반
롯데 자이언츠,현도훈,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,김강현,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,박세웅,투수,pitcher,2026-07-23,,0,0,0,0,52,48,80,2026-07-23,2026_qualified_pitcher_stats,2026 KBO 규정이닝권 공식 성적 기반
롯데 자이언츠,비슬리,투수,pitcher,2026-07-23,,0,0,0,0,63,53,78,2026-07-23,2026_qualified_pitcher_stats,2026 KBO 규정이닝권 공식 성적 기반
롯데 자이언츠,로드리게스,투수,pitcher,2026-07-23,,0,0,0,0,66,55,80,2026-07-23,2026_qualified_pitcher_stats,2026 KBO 규정이닝권 공식 성적 기반
롯데 자이언츠,김원중,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,이민석,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,이이무라,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,나균안,투수,pitcher,2026-07-23,,0,0,0,0,50,56,82,2026-07-23,2026_qualified_pitcher_stats,2026 KBO 규정이닝권 공식 성적 기반
롯데 자이언츠,김기준,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,최준용,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,정철원,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,손성빈,포수,batter,2026-07-23,,50,50,50,42,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,박건우,포수,batter,2026-07-23,,59,63,61,59,50,50,0,2026-07-23,2026_qualified_hitter_stats,2026 KBO 규정타석권 공식 성적 기반
롯데 자이언츠,전민재,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,고승민,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,한동희,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,김세민,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,나승엽,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,노진혁,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,박승욱,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,한태양,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,박찬형,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,황성빈,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,레이예스,외야수,batter,2026-07-23,,79,64,76,47,50,50,0,2026-07-23,2026_qualified_hitter_stats,2026 KBO 규정타석권 공식 성적 기반
롯데 자이언츠,김동혁,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,전준우,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,윤동희,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
롯데 자이언츠,김한홀,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,김민,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,이건욱,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,조병현,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,서진용,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,타케다,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,전영준,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,최민준,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,아빌라,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,노경은,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,김건우,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,김민준(40),투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,문승원,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,해치,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,박시후,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,이로운,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,조형우,포수,batter,2026-07-23,,50,50,50,42,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,이지영,포수,batter,2026-07-23,,50,50,50,42,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,박성한,내야수,batter,2026-07-23,,70,47,83,63,50,50,0,2026-07-23,2026_qualified_hitter_stats,2026 KBO 규정타석권 공식 성적 기반
SSG 랜더스,정준재,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,전의산,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,김민준(5),내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,최윤석,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,홍대인,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,마드리스,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,채현우,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,김재환,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,류효승,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,최지훈,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,임근우,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
SSG 랜더스,최준우,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,정현우,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,박준현,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,김윤하,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,김재웅,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,최현우,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,박지성,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,안우진,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,정다훈,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,원종현,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,유토,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,김선기,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,하영민,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,김성민,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,박정훈,투수,pitcher,2026-07-23,,0,0,0,0,50,50,55,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,김건희,포수,batter,2026-07-23,,50,50,50,42,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,김동헌,포수,batter,2026-07-23,,50,50,50,42,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,권혁빈,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,김웅빈,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,서건창,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,히우라,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,데이비슨,내야수,batter,2026-07-23,,59,57,61,85,50,50,0,2026-07-23,2026_qualified_hitter_stats,2026 KBO 규정타석권 공식 성적 기반
키움 히어로즈,최재영,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,최주환,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,안치홍,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,여동욱,내야수,batter,2026-07-23,,50,50,50,50,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,임병욱,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,추재현,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,이형종,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,박찬혁,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
키움 히어로즈,박채울,외야수,batter,2026-07-23,,50,50,50,55,50,50,0,2026-07-23,league_average_regression,규정 미달 또는 세부기록 미수집: 리그 평균으로 보정
